order_id,order_date,product,category,store,quantity,unit_price,revenue
O100798,2024-03-28,Laptop Stand,Accessories,West,4,19.99,79.96
O100799,2023-11-19,Phone Case,Accessories,East,4,29.99,119.96
O100800,2024-06-08,USB-C Cable,Accessories,Central,1,49.99,49.99
O100801,2023-06-27,HDMI Cable,Accessories,East,1,149.99,149.99
O100802,2024-03-31,Earbuds,Audio,Central,3,199.99,599.97
O100803,2024-05-20,Wireless Mouse,Peripherals,Central,1,14.99,14.99
O100804,2023-11-17,USB-C Cable,Accessories,East,3,9.99,29.97
O100805,2023-03-25,Webcam,Peripherals,West,3,149.99,449.97
O100806,2023-06-08,Laptop Stand,Accessories,East,4,49.99,199.96
O100807,2023-10-05,Webcam,Peripherals,West,4,19.99,79.96
O100808,2023-05-31,Phone Case,Accessories,West,4,49.99,199.96
O100809,2023-02-19,Monitor,Displays,Central,2,29.99,59.98
O100810,2023-04-03,Webcam,Peripherals,West,3,79.99,239.96999999999997
O100811,2024-06-05,Webcam,Peripherals,Central,1,79.99,79.99
O100812,2023-07-26,USB-C Cable,Accessories,West,4,149.99,599.96
O100813,2023-11-07,Earbuds,Audio,East,3,14.99,44.97
O100814,2023-08-25,Laptop Stand,Accessories,Central,3,149.99,449.97
O100815,2024-03-09,USB-C Cable,Accessories,East,4,199.99,799.96
O100816,2023-02-24,Monitor,Displays,Central,2,29.99,59.98
O100817,2023-06-02,Webcam,Peripherals,Central,4,199.99,799.96
O100818,2023-11-12,Webcam,Peripherals,Central,3,49.99,149.97
O100819,2024-03-08,Charger,Accessories,West,4,199.99,799.96
O100820,2023-09-07,USB-C Cable,Accessories,West,1,29.99,29.99
O100821,2024-01-15,Charger,Accessories,Central,2,9.99,19.98
O100822,2024-03-08,HDMI Cable,Accessories,West,3,14.99,44.97
O100823,2023-12-14,Earbuds,Audio,Central,2,49.99,99.98
O100824,2024-03-18,Laptop Stand,Accessories,Central,2,199.99,399.98
O100825,2024-05-28,Webcam,Peripherals,Central,4,79.99,319.96
O100826,2023-04-28,Laptop Stand,Accessories,West,4,79.99,319.96
O100827,2023-08-23,Wireless Mouse,Peripherals,West,4,149.99,599.96
O100828,2023-05-03,Earbuds,Audio,East,1,19.99,19.99
O100829,2023-08-13,Earbuds,Audio,East,4,14.99,59.96
O100830,2023-01-02,Wireless Mouse,Peripherals,East,1,149.99,149.99
O100831,2024-01-09,Laptop Stand,Accessories,West,2,14.99,29.98
O100832,2023-05-08,Earbuds,Audio,East,1,19.99,19.99
O100833,2024-03-26,Keyboard,Peripherals,Central,2,149.99,299.98
O100834,2024-01-24,USB-C Cable,Accessories,East,4,19.99,79.96
O100835,2023-06-30,Keyboard,Peripherals,East,1,19.99,19.99
O100836,2023-09-03,Webcam,Peripherals,Central,2,149.99,299.98
O100837,2023-12-28,USB-C Cable,Accessories,West,4,9.99,39.96
O100838,2023-08-14,Keyboard,Peripherals,East,2,79.99,159.98
O100839,2023-04-23,HDMI Cable,Accessories,Central,4,9.99,39.96
O100840,2023-01-24,Charger,Accessories,East,3,14.99,44.97
O100841,2023-10-25,Keyboard,Peripherals,Central,2,49.99,99.98
O100842,2023-10-15,Monitor,Displays,East,3,29.99,89.97
O100843,2024-02-20,HDMI Cable,Accessories,Central,4,29.99,119.96
O100844,2023-03-12,HDMI Cable,Accessories,West,2,19.99,39.98
O100845,2023-02-05,Webcam,Peripherals,Central,2,79.99,159.98
O100846,2024-02-02,HDMI Cable,Accessories,East,1,14.99,14.99
O100847,2024-01-29,Earbuds,Audio,Central,2,149.99,299.98
O100848,2024-03-07,Keyboard,Peripherals,East,2,49.99,99.98
O100849,2023-01-09,Earbuds,Audio,West,3,9.99,29.97
O100850,2023-12-20,Laptop Stand,Accessories,West,3,29.99,89.97
O100851,2024-06-01,Monitor,Displays,West,1,199.99,199.99
O100852,2024-02-17,Keyboard,Peripherals,West,2,29.99,59.98
O100853,2023-09-11,Wireless Mouse,Peripherals,West,2,149.99,299.98
O100854,2023-09-14,USB-C Cable,Accessories,East,1,9.99,9.99
O100855,2023-08-09,Laptop Stand,Accessories,East,2,199.99,399.98
O100856,2023-01-30,Laptop Stand,Accessories,West,3,19.99,59.97
O100857,2024-01-25,Phone Case,Accessories,West,2,79.99,159.98
O100858,2023-10-18,Phone Case,Accessories,West,2,9.99,19.98
O100859,2023-10-10,Keyboard,Peripherals,West,3,24.99,74.97
O100860,2024-05-18,Phone Case,Accessories,Central,1,79.99,79.99
O100861,2024-01-30,Monitor,Displays,East,1,19.99,19.99
O100862,2024-06-01,Charger,Accessories,Central,1,199.99,199.99
O100863,2023-02-15,Phone Case,Accessories,East,4,199.99,799.96
O100864,2024-05-28,Charger,Accessories,West,2,24.99,49.98
O100865,2023-10-31,Charger,Accessories,Central,1,24.99,24.99
O100866,2023-08-06,Charger,Accessories,East,1,199.99,199.99
O100867,2023-10-29,Webcam,Peripherals,Central,2,29.99,59.98
O100868,2023-01-20,Charger,Accessories,East,1,199.99,199.99
O100869,2024-05-18,Laptop Stand,Accessories,East,3,79.99,239.96999999999997
O100870,2023-12-07,Charger,Accessories,West,3,29.99,89.97
O100871,2023-01-22,Charger,Accessories,West,1,79.99,79.99
O100872,2024-05-08,Laptop Stand,Accessories,East,4,29.99,119.96
O100873,2023-09-02,HDMI Cable,Accessories,Central,2,79.99,159.98
O100874,2023-03-06,Laptop Stand,Accessories,East,4,24.99,99.96
O100875,2023-12-07,Keyboard,Peripherals,East,3,49.99,149.97
O100876,2023-02-07,HDMI Cable,Accessories,East,4,49.99,199.96
O100877,2023-10-25,Laptop Stand,Accessories,East,3,29.99,89.97
O100878,2024-02-16,Charger,Accessories,East,2,29.99,59.98
O100879,2023-02-10,USB-C Cable,Accessories,East,4,79.99,319.96
O100880,2024-03-03,HDMI Cable,Accessories,East,4,14.99,59.96
O100881,2023-11-17,Keyboard,Peripherals,East,4,24.99,99.96
O100882,2023-06-25,USB-C Cable,Accessories,West,3,49.99,149.97
O100883,2023-04-30,Keyboard,Peripherals,East,1,19.99,19.99
O100884,2023-01-07,Keyboard,Peripherals,West,4,149.99,599.96
O100885,2023-04-16,Monitor,Displays,West,4,199.99,799.96
O100886,2023-06-03,Keyboard,Peripherals,East,3,29.99,89.97
O100887,2024-04-19,Keyboard,Peripherals,East,3,149.99,449.97
O100888,2023-10-05,Keyboard,Peripherals,East,3,9.99,29.97
O100889,2023-04-17,Wireless Mouse,Peripherals,Central,3,79.99,239.96999999999997
O100890,2024-02-06,Monitor,Displays,West,1,29.99,29.99
O100891,2023-09-03,Monitor,Displays,East,1,14.99,14.99
O100892,2024-03-26,Keyboard,Peripherals,East,2,149.99,299.98
O100893,2024-02-10,USB-C Cable,Accessories,Central,2,9.99,19.98
O100894,2024-05-18,Phone Case,Accessories,West,2,199.99,399.98
O100895,2024-01-17,Monitor,Displays,West,3,199.99,599.97
O100896,2023-02-28,Webcam,Peripherals,Central,3,79.99,239.96999999999997
O100897,2023-10-26,Webcam,Peripherals,East,4,199.99,799.96
O100898,2023-08-18,Laptop Stand,Accessories,West,1,79.99,79.99
O100899,2024-03-11,Earbuds,Audio,East,4,19.99,79.96
O100900,2023-03-25,Charger,Accessories,West,1,149.99,149.99
O100901,2023-09-09,HDMI Cable,Accessories,East,1,49.99,49.99
O100902,2024-03-21,Webcam,Peripherals,West,4,49.99,199.96
O100903,2023-12-02,USB-C Cable,Accessories,East,4,9.99,39.96
O100904,2023-01-21,HDMI Cable,Accessories,East,1,24.99,24.99
O100905,2024-03-18,USB-C Cable,Accessories,West,3,24.99,74.97
O100906,2023-07-18,Charger,Accessories,Central,4,19.99,79.96
O100907,2024-01-02,USB-C Cable,Accessories,East,3,79.99,239.96999999999997
O100908,2023-12-19,Laptop Stand,Accessories,East,3,199.99,599.97
O100909,2023-12-13,Keyboard,Peripherals,East,4,24.99,99.96
O100910,2023-08-14,Monitor,Displays,West,3,19.99,59.97
O100911,2023-08-08,HDMI Cable,Accessories,Central,2,149.99,299.98
O100912,2023-02-24,USB-C Cable,Accessories,East,4,24.99,99.96
O100913,2023-10-29,Monitor,Displays,East,4,199.99,799.96
O100914,2023-06-07,Laptop Stand,Accessories,East,4,79.99,319.96
O100915,2023-08-02,Laptop Stand,Accessories,Central,4,14.99,59.96
O100916,2023-04-01,Earbuds,Audio,East,2,24.99,49.98
O100917,2024-02-06,Monitor,Displays,East,4,79.99,319.96
O100918,2024-05-13,Phone Case,Accessories,Central,2,9.99,19.98
O100919,2023-07-25,Charger,Accessories,Central,2,24.99,49.98
O100920,2023-08-17,HDMI Cable,Accessories,Central,3,14.99,44.97
O100921,2023-09-09,USB-C Cable,Accessories,East,3,14.99,44.97
O100922,2023-02-08,Monitor,Displays,West,4,149.99,599.96
O100923,2024-02-12,Laptop Stand,Accessories,West,1,24.99,24.99
O100924,2024-04-20,Monitor,Displays,Central,3,149.99,449.97
O100925,2023-09-29,USB-C Cable,Accessories,Central,4,29.99,119.96
O100926,2023-02-03,Earbuds,Audio,East,2,149.99,299.98
O100927,2023-07-02,Phone Case,Accessories,West,4,199.99,799.96
O100928,2023-03-27,Monitor,Displays,Central,4,79.99,319.96
O100929,2024-03-22,Monitor,Displays,West,1,79.99,79.99
O100930,2024-03-08,Webcam,Peripherals,West,1,14.99,14.99
O100931,2023-07-25,Keyboard,Peripherals,Central,3,9.99,29.97
O100932,2023-07-23,Earbuds,Audio,Central,2,149.99,299.98
O100933,2024-04-01,USB-C Cable,Accessories,Central,3,9.99,29.97
O100934,2023-02-17,Webcam,Peripherals,West,4,9.99,39.96
O100935,2024-02-29,USB-C Cable,Accessories,East,1,199.99,199.99
O100936,2024-06-03,Charger,Accessories,East,3,14.99,44.97
O100937,2023-08-30,Earbuds,Audio,East,4,49.99,199.96
O100938,2024-02-12,Wireless Mouse,Peripherals,West,4,9.99,39.96
O100939,2024-01-20,HDMI Cable,Accessories,Central,2,49.99,99.98
O100940,2024-04-29,HDMI Cable,Accessories,Central,2,19.99,39.98
O100941,2023-01-19,Phone Case,Accessories,Central,2,24.99,49.98
O100942,2024-01-16,Phone Case,Accessories,East,2,9.99,19.98
O100943,2023-07-30,Charger,Accessories,East,1,149.99,149.99
O100944,2024-04-09,Earbuds,Audio,East,1,199.99,199.99
O100945,2024-04-09,Wireless Mouse,Peripherals,West,4,49.99,199.96
O100946,2023-06-04,HDMI Cable,Accessories,Central,2,14.99,29.98
O100947,2023-11-09,Charger,Accessories,Central,2,49.99,99.98
O100948,2023-09-24,Earbuds,Audio,West,3,14.99,44.97
O100949,2023-10-29,HDMI Cable,Accessories,East,3,19.99,59.97
O100950,2024-03-25,Webcam,Peripherals,Central,2,79.99,159.98
O100951,2023-12-25,Laptop Stand,Accessories,Central,1,79.99,79.99
O100952,2024-02-13,Phone Case,Accessories,Central,2,14.99,29.98
O100953,2024-01-01,HDMI Cable,Accessories,East,3,14.99,44.97
O100954,2023-05-16,Wireless Mouse,Peripherals,East,3,199.99,599.97
O100955,2023-11-12,Earbuds,Audio,West,2,14.99,29.98
O100956,2023-07-24,USB-C Cable,Accessories,Central,3,24.99,74.97
O100957,2023-08-16,Monitor,Displays,East,4,49.99,199.96
O100958,2023-03-02,Earbuds,Audio,West,1,9.99,9.99
O100959,2023-04-10,Charger,Accessories,East,3,149.99,449.97
O100960,2023-07-05,HDMI Cable,Accessories,East,3,79.99,239.96999999999997
O100961,2023-06-08,Phone Case,Accessories,East,3,19.99,59.97
O100962,2023-12-10,HDMI Cable,Accessories,Central,2,199.99,399.98
O100963,2023-06-08,HDMI Cable,Accessories,West,2,19.99,39.98
O100964,2023-05-14,HDMI Cable,Accessories,West,2,79.99,159.98
O100965,2023-08-21,Wireless Mouse,Peripherals,West,1,14.99,14.99
O100966,2023-11-03,Wireless Mouse,Peripherals,East,2,79.99,159.98
O100967,2024-06-23,USB-C Cable,Accessories,Central,4,49.99,199.96
O100968,2023-10-03,HDMI Cable,Accessories,West,4,149.99,599.96
O100969,2023-07-10,USB-C Cable,Accessories,East,4,79.99,319.96
O100970,2023-06-23,Earbuds,Audio,West,1,49.99,49.99
O100971,2023-08-30,Wireless Mouse,Peripherals,Central,3,14.99,44.97
O100972,2024-05-15,HDMI Cable,Accessories,East,1,29.99,29.99
O100973,2023-07-20,Monitor,Displays,Central,4,29.99,119.96
O100974,2023-05-14,Laptop Stand,Accessories,East,3,199.99,599.97
O100975,2023-11-10,Charger,Accessories,East,3,29.99,89.97
O100976,2024-02-22,Earbuds,Audio,Central,1,199.99,199.99
O100977,2024-05-26,Webcam,Peripherals,Central,3,9.99,29.97
O100978,2023-06-01,Phone Case,Accessories,East,4,24.99,99.96
O100979,2024-04-25,Earbuds,Audio,West,2,29.99,59.98
O100980,2024-04-06,Wireless Mouse,Peripherals,West,4,149.99,599.96
O100981,2023-07-23,Keyboard,Peripherals,East,2,19.99,39.98
O100982,2023-06-30,Monitor,Displays,Central,1,24.99,24.99
O100983,2023-05-25,Keyboard,Peripherals,West,2,14.99,29.98
O100984,2023-06-21,Laptop Stand,Accessories,East,3,149.99,449.97
O100985,2024-04-22,HDMI Cable,Accessories,West,1,199.99,199.99
O100986,2023-06-17,USB-C Cable,Accessories,West,3,149.99,449.97
O100987,2023-09-24,Wireless Mouse,Peripherals,West,2,9.99,19.98
O100988,2024-05-19,USB-C Cable,Accessories,West,4,79.99,319.96
O100989,2024-01-06,HDMI Cable,Accessories,West,3,24.99,74.97
O100990,2023-03-12,Phone Case,Accessories,East,1,29.99,29.99
O100991,2023-02-09,Charger,Accessories,East,1,49.99,49.99
O100992,2023-05-01,Laptop Stand,Accessories,East,3,49.99,149.97
O100993,2024-04-12,Phone Case,Accessories,West,2,24.99,49.98
O100994,2023-05-03,Monitor,Displays,West,1,29.99,29.99
O100995,2023-06-19,Wireless Mouse,Peripherals,Central,2,9.99,19.98
O100996,2023-10-19,Keyboard,Peripherals,Central,2,49.99,99.98
O100997,2023-09-25,HDMI Cable,Accessories,East,3,149.99,449.97
O100998,2023-02-10,Laptop Stand,Accessories,East,1,199.99,199.99
O100999,2023-04-17,Earbuds,Audio,West,4,19.99,79.96
O101000,2024-06-20,Laptop Stand,Accessories,West,3,9.99,29.97
O101001,2023-08-15,Earbuds,Audio,Central,3,24.99,74.97
O101002,2023-05-31,Keyboard,Peripherals,West,3,19.99,59.97
O101003,2024-03-23,Charger,Accessories,East,3,199.99,599.97
O101004,2023-09-09,Webcam,Peripherals,West,1,79.99,79.99
O101005,2024-03-22,USB-C Cable,Accessories,East,3,199.99,599.97
O101006,2023-03-27,USB-C Cable,Accessories,West,1,29.99,29.99
O101007,2023-09-13,USB-C Cable,Accessories,East,2,199.99,399.98
O101008,2024-03-13,Keyboard,Peripherals,West,4,79.99,319.96
O101009,2024-02-19,Keyboard,Peripherals,West,2,24.99,49.98
O101010,2024-01-01,Charger,Accessories,West,4,9.99,39.96
O101011,2023-09-05,Wireless Mouse,Peripherals,West,4,79.99,319.96
O101012,2024-03-20,Webcam,Peripherals,West,1,9.99,9.99
O101013,2023-07-21,Charger,Accessories,West,4,149.99,599.96
O101014,2023-12-23,Monitor,Displays,East,2,19.99,39.98
O101015,2023-10-22,Monitor,Displays,Central,1,14.99,14.99
O101016,2023-06-12,Phone Case,Accessories,West,2,49.99,99.98
O101017,2023-04-19,Earbuds,Audio,West,1,199.99,199.99
O101018,2023-10-15,Webcam,Peripherals,East,1,79.99,79.99
O101019,2023-06-20,Phone Case,Accessories,East,4,9.99,39.96
O101020,2023-10-07,USB-C Cable,Accessories,Central,1,19.99,19.99
O101021,2024-01-17,Wireless Mouse,Peripherals,Central,4,49.99,199.96
O101022,2024-03-09,Wireless Mouse,Peripherals,Central,3,14.99,44.97
O101023,2024-02-21,Webcam,Peripherals,West,3,19.99,59.97
O101024,2023-10-03,USB-C Cable,Accessories,Central,4,29.99,119.96
O101025,2023-01-31,Monitor,Displays,Central,4,14.99,59.96
O101026,2023-04-08,Keyboard,Peripherals,West,3,29.99,89.97
O101027,2024-01-31,Laptop Stand,Accessories,Central,3,14.99,44.97
O101028,2023-11-18,HDMI Cable,Accessories,Central,4,19.99,79.96
O101029,2024-03-17,Keyboard,Peripherals,East,4,199.99,799.96
O101030,2023-09-22,Webcam,Peripherals,East,2,79.99,159.98
O101031,2023-08-29,Keyboard,Peripherals,West,1,14.99,14.99
O101032,2023-05-13,Monitor,Displays,West,1,19.99,19.99
O101033,2023-02-03,Earbuds,Audio,West,2,199.99,399.98
O101034,2023-03-19,Keyboard,Peripherals,West,3,199.99,599.97
O101035,2024-01-04,Webcam,Peripherals,Central,3,14.99,44.97
O101036,2023-11-09,Wireless Mouse,Peripherals,Central,4,199.99,799.96
O101037,2023-05-13,Keyboard,Peripherals,East,1,19.99,19.99
O101038,2023-07-15,Webcam,Peripherals,East,2,14.99,29.98
O101039,2023-12-14,USB-C Cable,Accessories,Central,3,14.99,44.97
O101040,2023-07-26,Webcam,Peripherals,Central,1,29.99,29.99
O101041,2023-07-23,Phone Case,Accessories,East,2,199.99,399.98
O101042,2023-05-26,Phone Case,Accessories,West,3,199.99,599.97
O101043,2023-12-11,USB-C Cable,Accessories,East,3,9.99,29.97
O101044,2024-04-25,Earbuds,Audio,West,1,24.99,24.99
O101045,2023-05-20,Webcam,Peripherals,Central,4,149.99,599.96
O101046,2023-06-07,Webcam,Peripherals,East,4,199.99,799.96
O101047,2023-09-15,Earbuds,Audio,Central,2,19.99,39.98
O101048,2023-04-13,Earbuds,Audio,West,2,19.99,39.98
O101049,2023-10-11,Monitor,Displays,Central,4,199.99,799.96
O101050,2024-04-22,Monitor,Displays,Central,2,24.99,49.98
O101051,2023-12-07,Phone Case,Accessories,East,3,79.99,239.96999999999997
O101052,2023-03-30,Laptop Stand,Accessories,West,2,24.99,49.98
O101053,2023-04-20,Keyboard,Peripherals,Central,4,19.99,79.96
O101054,2023-02-11,USB-C Cable,Accessories,East,3,199.99,599.97
O101055,2024-06-03,Charger,Accessories,West,1,29.99,29.99
O101056,2023-07-06,Laptop Stand,Accessories,East,1,29.99,29.99
O101057,2023-06-06,Earbuds,Audio,East,1,14.99,14.99
O101058,2024-04-08,Laptop Stand,Accessories,East,4,19.99,79.96
O101059,2023-06-15,Phone Case,Accessories,East,3,24.99,74.97
O101060,2023-05-06,Webcam,Peripherals,Central,2,29.99,59.98
O101061,2023-05-19,HDMI Cable,Accessories,East,4,9.99,39.96
O101062,2023-08-03,Wireless Mouse,Peripherals,West,2,19.99,39.98
O101063,2023-02-06,Earbuds,Audio,West,3,79.99,239.96999999999997
O101064,2023-12-13,Keyboard,Peripherals,West,2,49.99,99.98
O101065,2023-08-17,Earbuds,Audio,Central,4,49.99,199.96
O101066,2024-06-08,Laptop Stand,Accessories,West,2,149.99,299.98
O101067,2024-02-21,HDMI Cable,Accessories,Central,1,19.99,19.99
O101068,2023-07-27,Phone Case,Accessories,East,2,9.99,19.98
O101069,2024-01-19,USB-C Cable,Accessories,West,4,9.99,39.96
O101070,2024-03-11,Webcam,Peripherals,East,2,199.99,399.98
O101071,2023-04-16,Monitor,Displays,Central,4,199.99,799.96
O101072,2023-03-28,Laptop Stand,Accessories,West,1,29.99,29.99
O101073,2023-03-15,HDMI Cable,Accessories,East,3,14.99,44.97
O101074,2023-01-25,USB-C Cable,Accessories,Central,1,9.99,9.99
O101075,2023-06-23,Charger,Accessories,West,2,19.99,39.98
O101076,2024-03-04,Earbuds,Audio,West,3,9.99,29.97
O101077,2024-02-19,Laptop Stand,Accessories,East,3,9.99,29.97
O101078,2023-07-24,Wireless Mouse,Peripherals,Central,3,19.99,59.97
O101079,2023-09-21,Phone Case,Accessories,West,1,24.99,24.99
O101080,2024-02-19,Monitor,Displays,Central,3,149.99,449.97
O101081,2024-05-13,Wireless Mouse,Peripherals,East,3,24.99,74.97
O101082,2023-06-02,Earbuds,Audio,West,1,79.99,79.99
O101083,2023-12-21,Phone Case,Accessories,East,3,29.99,89.97
O101084,2023-11-17,Earbuds,Audio,West,4,149.99,599.96
O101085,2023-12-02,USB-C Cable,Accessories,West,3,19.99,59.97
O101086,2024-03-09,Earbuds,Audio,Central,1,199.99,199.99
O101087,2024-02-19,Wireless Mouse,Peripherals,Central,2,19.99,39.98
O101088,2023-08-02,HDMI Cable,Accessories,East,4,14.99,59.96
O101089,2024-02-10,HDMI Cable,Accessories,Central,1,149.99,149.99
O101090,2023-01-30,Laptop Stand,Accessories,East,1,29.99,29.99
O101091,2023-07-05,Keyboard,Peripherals,East,1,19.99,19.99
O101092,2023-04-28,Keyboard,Peripherals,East,1,14.99,14.99
O101093,2023-05-19,Keyboard,Peripherals,East,4,19.99,79.96
O101094,2024-05-02,Earbuds,Audio,Central,1,49.99,49.99
O101095,2023-08-25,Webcam,Peripherals,West,1,29.99,29.99
O101096,2023-02-09,Keyboard,Peripherals,East,4,14.99,59.96
O101097,2023-09-22,Phone Case,Accessories,Central,1,19.99,19.99
O101098,2023-02-07,USB-C Cable,Accessories,Central,2,29.99,59.98
O101099,2023-03-18,USB-C Cable,Accessories,West,1,79.99,79.99
O101100,2023-07-27,Earbuds,Audio,West,4,49.99,199.96
O101101,2023-08-27,Webcam,Peripherals,Central,3,9.99,29.97
O101102,2023-05-06,Wireless Mouse,Peripherals,East,1,14.99,14.99
O101103,2023-12-12,Laptop Stand,Accessories,Central,3,19.99,59.97
O101104,2023-09-26,HDMI Cable,Accessories,East,4,79.99,319.96
O101105,2023-03-15,HDMI Cable,Accessories,East,4,24.99,99.96
O101106,2024-03-19,Webcam,Peripherals,Central,4,14.99,59.96
O101107,2023-03-16,Wireless Mouse,Peripherals,East,4,19.99,79.96
O101108,2023-07-14,Earbuds,Audio,East,4,49.99,199.96
O101109,2023-04-04,Laptop Stand,Accessories,West,4,149.99,599.96
O101110,2024-05-24,Webcam,Peripherals,East,3,19.99,59.97
O101111,2023-06-02,Wireless Mouse,Peripherals,West,4,24.99,99.96
O101112,2024-04-13,Monitor,Displays,East,2,19.99,39.98
O101113,2024-06-03,Webcam,Peripherals,East,2,24.99,49.98
O101114,2023-04-29,HDMI Cable,Accessories,West,2,29.99,59.98
O101115,2023-01-14,Webcam,Peripherals,West,1,29.99,29.99
O101116,2023-01-08,Earbuds,Audio,East,1,14.99,14.99
O101117,2023-04-10,Keyboard,Peripherals,Central,4,149.99,599.96
O101118,2023-08-05,Webcam,Peripherals,West,3,49.99,149.97
O101119,2023-03-31,Phone Case,Accessories,East,1,14.99,14.99
O101120,2024-05-31,USB-C Cable,Accessories,Central,2,24.99,49.98
O101121,2023-09-14,Webcam,Peripherals,West,3,149.99,449.97
O101122,2024-04-02,Charger,Accessories,East,1,79.99,79.99
O101123,2023-01-09,Wireless Mouse,Peripherals,East,2,199.99,399.98
O101124,2023-03-13,Monitor,Displays,East,1,49.99,49.99
O101125,2023-09-05,Earbuds,Audio,East,4,19.99,79.96
O101126,2023-03-29,Wireless Mouse,Peripherals,East,2,14.99,29.98
O101127,2023-03-29,Webcam,Peripherals,East,1,14.99,14.99
O101128,2023-01-14,Monitor,Displays,East,1,29.99,29.99
O101129,2023-05-26,Charger,Accessories,West,2,149.99,299.98
O101130,2024-02-17,Earbuds,Audio,East,3,79.99,239.96999999999997
O101131,2024-03-03,Webcam,Peripherals,East,1,19.99,19.99
O101132,2023-10-02,Webcam,Peripherals,East,1,19.99,19.99
O101133,2023-04-10,HDMI Cable,Accessories,East,4,19.99,79.96
O101134,2023-08-31,Charger,Accessories,East,1,19.99,19.99
O101135,2023-11-30,Webcam,Peripherals,West,3,9.99,29.97
O101136,2023-03-21,Phone Case,Accessories,Central,1,14.99,14.99
O101137,2023-08-08,HDMI Cable,Accessories,Central,3,49.99,149.97
O101138,2024-03-20,Monitor,Displays,West,2,19.99,39.98
O101139,2023-08-14,Wireless Mouse,Peripherals,Central,2,199.99,399.98
O101140,2023-09-12,Earbuds,Audio,Central,3,14.99,44.97
O101141,2024-03-17,HDMI Cable,Accessories,West,1,149.99,149.99
O101142,2023-12-29,Laptop Stand,Accessories,Central,3,149.99,449.97
O101143,2023-03-28,Keyboard,Peripherals,East,4,49.99,199.96
O101144,2023-11-26,Earbuds,Audio,West,2,19.99,39.98
O101145,2024-05-13,Charger,Accessories,West,4,24.99,99.96
O101146,2023-04-25,Charger,Accessories,West,4,49.99,199.96
O101147,2024-04-27,Webcam,Peripherals,West,3,199.99,599.97
O101148,2023-11-13,Wireless Mouse,Peripherals,East,4,19.99,79.96
O101149,2023-12-27,USB-C Cable,Accessories,Central,4,49.99,199.96
O101150,2023-06-28,Laptop Stand,Accessories,East,1,149.99,149.99
O101151,2023-01-27,USB-C Cable,Accessories,West,3,199.99,599.97
O101152,2023-01-15,Earbuds,Audio,West,4,24.99,99.96
O101153,2023-12-25,Keyboard,Peripherals,Central,1,79.99,79.99
O101154,2024-06-14,Charger,Accessories,East,2,29.99,59.98
O101155,2023-11-21,HDMI Cable,Accessories,West,3,79.99,239.96999999999997
O101156,2023-07-13,Laptop Stand,Accessories,East,1,24.99,24.99
O101157,2024-02-21,Monitor,Displays,East,2,79.99,159.98
O101158,2024-05-25,Earbuds,Audio,East,2,149.99,299.98
O101159,2023-04-26,Monitor,Displays,West,3,14.99,44.97
O101160,2023-02-26,Wireless Mouse,Peripherals,East,3,149.99,449.97
O101161,2024-05-29,Monitor,Displays,Central,2,19.99,39.98
O101162,2023-01-25,Wireless Mouse,Peripherals,East,4,9.99,39.96
O101163,2024-04-23,Charger,Accessories,East,3,9.99,29.97
O101164,2023-03-19,Phone Case,Accessories,East,3,29.99,89.97
O101165,2023-03-03,Earbuds,Audio,East,4,199.99,799.96
O101166,2023-05-30,Webcam,Peripherals,Central,3,14.99,44.97
O101167,2023-06-20,Wireless Mouse,Peripherals,Central,4,199.99,799.96
O101168,2023-06-28,USB-C Cable,Accessories,Central,2,9.99,19.98
O101169,2023-01-18,Keyboard,Peripherals,East,2,49.99,99.98
O101170,2024-04-06,Phone Case,Accessories,Central,1,49.99,49.99
O101171,2024-03-24,Phone Case,Accessories,East,4,14.99,59.96
O101172,2024-01-03,HDMI Cable,Accessories,East,1,149.99,149.99
O101173,2024-05-09,Webcam,Peripherals,West,4,14.99,59.96
O101174,2024-05-21,HDMI Cable,Accessories,East,1,14.99,14.99
O101175,2024-06-18,Wireless Mouse,Peripherals,East,4,29.99,119.96
O101176,2023-07-22,Wireless Mouse,Peripherals,Central,4,24.99,99.96
O101177,2023-11-27,Phone Case,Accessories,East,3,24.99,74.97
O101178,2024-02-17,Keyboard,Peripherals,Central,4,24.99,99.96
O101179,2023-12-26,Keyboard,Peripherals,West,4,14.99,59.96
O101180,2024-03-03,HDMI Cable,Accessories,East,4,49.99,199.96
O101181,2024-01-02,Keyboard,Peripherals,West,2,9.99,19.98
O101182,2023-07-29,Laptop Stand,Accessories,East,4,49.99,199.96
O101183,2023-11-04,Charger,Accessories,East,1,49.99,49.99
O101184,2023-04-18,Phone Case,Accessories,East,1,24.99,24.99
O101185,2024-05-29,Phone Case,Accessories,West,2,149.99,299.98
O101186,2024-04-28,Wireless Mouse,Peripherals,East,4,49.99,199.96
O101187,2023-11-25,Wireless Mouse,Peripherals,East,3,9.99,29.97
O101188,2024-02-19,Phone Case,Accessories,Central,1,24.99,24.99
O101189,2023-07-01,Webcam,Peripherals,Central,2,19.99,39.98
O101190,2023-07-26,Phone Case,Accessories,West,1,19.99,19.99
O101191,2023-10-04,Webcam,Peripherals,East,2,19.99,39.98
O101192,2023-05-23,Phone Case,Accessories,West,3,149.99,449.97
O101193,2023-01-11,Earbuds,Audio,West,2,29.99,59.98
O101194,2023-08-02,Keyboard,Peripherals,West,3,14.99,44.97
O101195,2024-01-27,Laptop Stand,Accessories,East,1,49.99,49.99
O101196,2023-05-21,Laptop Stand,Accessories,East,1,24.99,24.99
